Id,Season,City,Date,Team1,Team2,Toss_Winner,Toss_Decision,Result,DL_Applied,Winner,Win_By_Runs,Win_By_Wickets,Player_Of_Match,Venue,Umpire1,Umpire2,Umpire3
406202,2009/10,Brisbane,22-01-10,Australia,Pakistan,Pakistan,Bat,Normal,No,Australia,0,5,CL White,Brisbane Cricket Ground,EAR de Silva,RJ Tucker,PR Reiffel
406203,2009/10,NA,24-01-10,Australia,Pakistan,Pakistan,Field,Normal,No,Australia,140,0,SR Watson,Sydney Cricket Ground,EAR de Silva,RJ Tucker,PR Reiffel
406204,2009/10,NA,26-01-10,Australia,Pakistan,Australia,Bat,Normal,No,Australia,40,0,RJ Harris,Adelaide Oval,EAR de Silva,SJA Taufel,RJ Tucker
406205,2009/10,Perth,29-01-10,Australia,Pakistan,Australia,Bat,Normal,No,Australia,135,0,RJ Harris,Western Australia Cricket Association Ground,EAR de Silva,RJ Tucker,PR Reiffel
406206,2009/10,Perth,31-01-10,Australia,Pakistan,Pakistan,Bat,Normal,No,Australia,0,2,CJ McKay,Western Australia Cricket Association Ground,EAR de Silva,PR Reiffel,RJ Tucker
410337,2009,Bulawayo,09-08-09,Zimbabwe,Bangladesh,Bangladesh,Field,Normal,No,Bangladesh,0,8,Mohammad Ashraful,Queens Sports Club,AM Saheba,RB Tiffin,KC Barbour
410338,2009,Bulawayo,11-08-09,Zimbabwe,Bangladesh,Zimbabwe,Field,Normal,No,Bangladesh,49,0,Shakib Al Hasan,Queens Sports Club,AM Saheba,RB Tiffin,NA
410339,2009,Bulawayo,14-08-09,Zimbabwe,Bangladesh,Bangladesh,Field,Normal,No,Zimbabwe,69,0,E Chigumbura,Queens Sports Club,AM Saheba,RB Tiffin,O Chirombe
410340,2009,Bulawayo,16-08-09,Zimbabwe,Bangladesh,Zimbabwe,Bat,Normal,No,Bangladesh,0,4,Tamim Iqbal,Queens Sports Club,KC Barbour,AM Saheba,O Chirombe
410341,2009,Bulawayo,18-08-09,Zimbabwe,Bangladesh,Zimbabwe,Bat,Normal,No,Bangladesh,0,5,Dolar Mahmud,Queens Sports Club,KC Barbour,AM Saheba,O Chirombe
415162,2009,Toronto,19-08-09,Canada,Kenya,Canada,Field,Normal,No,Canada,0,9,Khurram Chohan,Maple Leaf North-West Ground,K Bayney,NA Malcolm,NA
415273,2009/10,Centurion,22-09-09,South Africa,Sri Lanka,South Africa,Field,D/L,Yes,Sri Lanka,55,0,TM Dilshan,SuperSport Park,IJ Gould,SJA Taufel,SJ Davis
415274,2009/10,Johannesburg,23-09-09,Pakistan,West Indies,West Indies,Bat,Normal,No,Pakistan,0,5,Umar Akmal,New Wanderers Stadium,SJ Davis,DJ Harper,SJA Taufel
415275,2009/10,Centurion,24-09-09,South Africa,New Zealand,South Africa,Field,Normal,No,South Africa,0,5,WD Parnell,SuperSport Park,Aleem Dar,Asad Rauf,DJ Harper
415276,2009/10,Johannesburg,25-09-09,England,Sri Lanka,England,Field,Normal,No,England,0,6,PD Collingwood,New Wanderers Stadium,Aleem Dar,BF Bowden,AL Hill
415277,2009/10,Johannesburg,26-09-09,Australia,West Indies,West Indies,Field,Normal,No,Australia,50,0,MG Johnson,New Wanderers Stadium,Asad Rauf,AL Hill,BF Bowden
415278,2009/10,Centurion,26-09-09,India,Pakistan,Pakistan,Bat,Normal,No,Pakistan,54,0,Shoaib Malik,SuperSport Park,SJ Davis,SJA Taufel,IJ Gould
415279,2009/10,Johannesburg,27-09-09,New Zealand,Sri Lanka,Sri Lanka,Field,Normal,No,New Zealand,38,0,DL Vettori,New Wanderers Stadium,IJ Gould,DJ Harper,Aleem Dar
415280,2009/10,Centurion,27-09-09,South Africa,England,England,Bat,Normal,No,England,22,0,OA Shah,SuperSport Park,SJ Davis,AL Hill,BF Bowden
415281,2009/10,Centurion,28-09-09,Australia,India,Australia,Bat,Normal,No,NA,0,0,NA,SuperSport Park,BF Bowden,IJ Gould,Asad Rauf
415282,2009/10,Johannesburg,29-09-09,England,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,4,GD Elliott,New Wanderers Stadium,Asad Rauf,DJ Harper,Aleem Dar
415283,2009/10,Centurion,30-09-09,Australia,Pakistan,Australia,Field,Normal,No,Australia,0,2,MEK Hussey,SuperSport Park,BF Bowden,AL Hill,IJ Gould
415284,2009/10,Johannesburg,30-09-09,India,West Indies,India,Field,Normal,No,India,0,7,V Kohli,New Wanderers Stadium,Aleem Dar,SJA Taufel,DJ Harper
415285,2009/10,Centurion,02-10-09,Australia,England,England,Bat,Normal,No,Australia,0,9,SR Watson,SuperSport Park,Aleem Dar,BF Bowden,AL Hill
415286,2009/10,Johannesburg,03-10-09,New Zealand,Pakistan,Pakistan,Bat,Normal,No,New Zealand,0,5,DL Vettori,New Wanderers Stadium,IJ Gould,SJA Taufel,DJ Harper
415287,2009/10,Centurion,05-10-09,Australia,New Zealand,New Zealand,Bat,Normal,No,Australia,0,6,SR Watson,SuperSport Park,Aleem Dar,IJ Gould,Asad Rauf
416236,2009/10,Vadodara,25-10-09,India,Australia,Australia,Bat,Normal,No,Australia,4,0,MEK Hussey,Reliance Stadium,AM Saheba,SK Tarapore,S Asnani
416237,2009/10,Nagpur,28-10-09,India,Australia,Australia,Field,Normal,No,India,99,0,MS Dhoni,Vidarbha Cricket Association Stadium,AM Saheba,SK Tarapore,SS Hazare
416238,2009/10,Delhi,31-10-09,India,Australia,Australia,Bat,Normal,No,India,0,6,Yuvraj Singh,Feroz Shah Kotla,SS Hazare,AM Saheba,SK Tarapore
416239,2009/10,Chandigarh,02-11-09,India,Australia,India,Field,Normal,No,Australia,24,0,SR Watson,Punjab Cricket Association Stadium,EAR de Silva,AM Saheba,SS Hazare
416240,2009/10,Hyderabad,05-11-09,India,Australia,Australia,Bat,Normal,No,Australia,3,0,SR Tendulkar,Rajiv Gandhi International Stadium,EAR de Silva,SK Tarapore,SS Hazare
416241,2009/10,Guwahati,08-11-09,India,Australia,India,Bat,Normal,No,Australia,0,6,DE Bollinger,Nehru Stadium,EAR de Silva,SK Tarapore,SS Hazare
422626,2009/10,Mirpur,27-10-09,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,5,E Chigumbura,Shere Bangla National Stadium,Aleem Dar,Nadir Shah,Enamul Haque
422627,2009/10,Mirpur,29-10-09,Bangladesh,Zimbabwe,Zimbabwe,Bat,Normal,No,Bangladesh,0,7,Abdur Razzak,Shere Bangla National Stadium,Aleem Dar,Enamul Haque,Nadir Shah
422628,2009/10,Mirpur,31-10-09,Bangladesh,Zimbabwe,Bangladesh,Field,Normal,No,Bangladesh,0,4,Tamim Iqbal,Shere Bangla National Stadium,Aleem Dar,Nadir Shah,Sharfuddoula
422629,2009/10,Chittagong,03-11-09,Bangladesh,Zimbabwe,Zimbabwe,Bat,Normal,No,Bangladesh,0,6,Nazmul Hossain,Zohur Ahmed Chowdhury Stadium,Aleem Dar,Nadir Shah,Sharfuddoula
422630,2009/10,Chittagong,05-11-09,Bangladesh,Zimbabwe,Bangladesh,Field,Normal,No,Bangladesh,0,1,Naeem Islam,Zohur Ahmed Chowdhury Stadium,Aleem Dar,Enamul Haque,NA
423783,2009/10,Napier,05-02-10,New Zealand,Bangladesh,New Zealand,Bat,Normal,No,New Zealand,146,0,JDP Oram,McLean Park,RA Kettleborough,EA Watkin,GAV Baxter
423784,2009/10,Dunedin,08-02-10,New Zealand,Bangladesh,New Zealand,Field,Normal,No,New Zealand,0,5,LRPL Taylor,University Oval,AL Hill,RA Kettleborough,CB Gaffaney
423785,2009/10,Christchurch,11-02-10,New Zealand,Bangladesh,New Zealand,Field,Normal,No,New Zealand,0,3,MJ Guptill,AMI Stadium,GAV Baxter,RA Kettleborough,EA Watkin
423791,2009/10,Napier,03-03-10,New Zealand,Australia,Australia,Bat,Normal,No,New Zealand,0,2,LRPL Taylor,McLean Park,AL Hill,RE Koertzen,CB Gaffaney
423792,2009/10,Auckland,06-03-10,New Zealand,Australia,Australia,Bat,D/L,Yes,Australia,12,0,DL Vettori,Eden Park,BF Bowden,RE Koertzen,GAV Baxter
423793,2009/10,Hamilton,09-03-10,New Zealand,Australia,Australia,Field,Normal,No,Australia,0,6,BJ Haddin,Seddon Park,Asad Rauf,BF Bowden,EA Watkin
423794,2009/10,Auckland,11-03-10,New Zealand,Australia,Australia,Field,D/L,Yes,Australia,0,6,CL White,Eden Park,Asad Rauf,GAV Baxter,CB Gaffaney
423795,2009/10,Wellington,13-03-10,New Zealand,Australia,Australia,Field,Normal,No,New Zealand,51,0,TG Southee,Westpac Stadium,Asad Rauf,GAV Baxter,EA Watkin
426384,2010,Dublin,17-06-10,Ireland,Australia,Australia,Bat,Normal,No,Australia,39,0,JR Hopes,Clontarf Cricket Club Ground,RA Kettleborough,NJ Llong,NA
426387,2010,Southampton,22-06-10,England,Australia,Australia,Bat,Normal,No,England,0,4,EJG Morgan,The Rose Bowl,Aleem Dar,IJ Gould,RK Illingworth
426388,2010,Cardiff,24-06-10,England,Australia,Australia,Bat,Normal,No,England,0,4,SCJ Broad,Sophia Gardens,Aleem Dar,NJ Llong,IJ Gould
426389,2010,Manchester,27-06-10,England,Australia,England,Field,Normal,No,England,0,1,GP Swann,Old Trafford,Aleem Dar,IJ Gould,RA Kettleborough
426390,2010,London,30-06-10,England,Australia,England,Field,Normal,No,Australia,78,0,RJ Harris,Kennington Oval,Aleem Dar,RA Kettleborough,RK Illingworth
426391,2010,London,03-07-10,England,Australia,Australia,Bat,Normal,No,Australia,42,0,SW Tait,Lord's,Aleem Dar,NJ Llong,RA Kettleborough
426403,2010,Nottingham,08-07-10,England,Bangladesh,Bangladesh,Bat,Normal,No,England,0,6,IR Bell,Trent Bridge,Asad Rauf,NJ Llong,RK Illingworth
426404,2010,Bristol,10-07-10,England,Bangladesh,England,Field,Normal,No,Bangladesh,5,0,Mashrafe Mortaza,County Ground,Asad Rauf,RK Illingworth,RA Kettleborough
426405,2010,Birmingham,12-07-10,England,Bangladesh,Bangladesh,Field,Normal,No,England,144,0,AJ Strauss,Edgbaston,Asad Rauf,RA Kettleborough,NJ Llong
426420,2009/10,Mirpur,28-02-10,Bangladesh,England,England,Field,Normal,No,England,0,6,Tamim Iqbal,Shere Bangla National Stadium,Nadir Shah,RJ Tucker,Sharfuddoula
426421,2009/10,Mirpur,02-03-10,Bangladesh,England,England,Field,Normal,No,England,0,2,EJG Morgan,Shere Bangla National Stadium,Nadir Shah,RJ Tucker,Sharfuddoula
426422,2009/10,Chittagong,05-03-10,Bangladesh,England,Bangladesh,Field,Normal,No,England,45,0,C Kieswetter,Zohur Ahmed Chowdhury Stadium,Enamul Haque,RJ Tucker,Sharfuddoula
426428,2010,Chester-le-Street,10-09-10,England,Pakistan,Pakistan,Field,Normal,No,England,24,0,SM Davies,Riverside Ground,BR Doctrove,IJ Gould,RA Kettleborough
426429,2010,Leeds,12-09-10,England,Pakistan,Pakistan,Bat,Normal,No,England,0,4,AJ Strauss,Headingley,BR Doctrove,NJ Llong,IJ Gould
426430,2010,London,17-09-10,England,Pakistan,Pakistan,Bat,Normal,No,Pakistan,23,0,Umar Gul,Kennington Oval,BR Doctrove,RK Illingworth,NJ Llong
426431,2010,London,20-09-10,England,Pakistan,Pakistan,Bat,Normal,No,Pakistan,38,0,Abdul Razzaq,Lord's,BR Doctrove,RA Kettleborough,RK Illingworth
426432,2010,Southampton,22-09-10,England,Pakistan,England,Bat,Normal,No,England,121,0,EJG Morgan,The Rose Bowl,BR Doctrove,IJ Gould,NJ Llong
426720,2009/10,Abu Dhabi,03-11-09,New Zealand,Pakistan,Pakistan,Bat,Normal,No,Pakistan,138,0,Shahid Afridi,Sheikh Zayed Stadium,Asad Rauf,BNJ Oxenford,Zameer Haider
426721,2009/10,Abu Dhabi,06-11-09,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,64,0,BB McCullum,Sheikh Zayed Stadium,BNJ Oxenford,Zameer Haider,Asad Rauf
426722,2009/10,Abu Dhabi,09-11-09,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,7,0,Mohammad Amir,Sheikh Zayed Stadium,Nadeem Ghauri,BNJ Oxenford,Zameer Haider
430508,2009/10,Benoni,08-11-09,South Africa,Zimbabwe,Zimbabwe,Field,Normal,No,South Africa,45,0,T Taibu,Willowmoore Park,HDPK Dharmasena,RE Koertzen,JD Cloete
430509,2009/10,Centurion,10-11-09,South Africa,Zimbabwe,Zimbabwe,Field,Normal,No,South Africa,212,0,JP Duminy,SuperSport Park,JD Cloete,HDPK Dharmasena,RE Koertzen
430886,2009/10,Rajkot,15-12-09,India,Sri Lanka,Sri Lanka,Field,Normal,No,India,3,0,V Sehwag,Madhavrao Scindia Cricket Ground,M Erasmus,SK Tarapore,SS Hazare
430887,2009/10,Nagpur,18-12-09,India,Sri Lanka,India,Bat,Normal,No,Sri Lanka,0,3,TM Dilshan,Vidarbha Cricket Association Stadium,M Erasmus,SK Tarapore,SS Hazare
430888,2009/10,Cuttack,21-12-09,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,7,RA Jadeja,Barabati Stadium,M Erasmus,SS Hazare,SK Tarapore
430889,2009/10,Kolkata,24-12-09,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,7,G Gambhir,Eden Gardens,M Erasmus,SS Hazare,SK Tarapore
430890,2009/10,Delhi,27-12-09,India,Sri Lanka,India,Field,Normal,No,NA,0,0,NA,Feroz Shah Kotla,M Erasmus,SK Tarapore,SS Hazare
433558,2010/11,Mirpur,19-02-11,Bangladesh,India,Bangladesh,Field,Normal,No,India,87,0,V Sehwag,Shere Bangla National Stadium,SJ Davis,HDPK Dharmasena,BR Doctrove
433559,2010/11,Chennai,20-02-11,Kenya,New Zealand,Kenya,Bat,Normal,No,New Zealand,0,10,HK Bennett,MA Chidambaram Stadium,M Erasmus,RJ Tucker,Aleem Dar
433560,2010/11,Hambantota,20-02-11,Sri Lanka,Canada,Sri Lanka,Bat,Normal,No,Sri Lanka,210,0,DPMD Jayawardene,Mahinda Rajapaksa International Cricket Stadium,IJ Gould,SK Tarapore,AL Hill
433561,2010/11,Ahmedabad,21-02-11,Australia,Zimbabwe,Australia,Bat,Normal,No,Australia,91,0,SR Watson,Sardar Patel Stadium,EAR de Silva,RA Kettleborough,AM Saheba
433562,2010/11,Nagpur,22-02-11,England,Netherlands,Netherlands,Bat,Normal,No,England,0,6,RN ten Doeschate,Vidarbha Cricket Association Stadium,Asad Rauf,BNJ Oxenford,HDPK Dharmasena
433563,2010/11,Hambantota,23-02-11,Kenya,Pakistan,Pakistan,Bat,Normal,No,Pakistan,205,0,Umar Akmal,Mahinda Rajapaksa International Cricket Stadium,AL Hill,NJ Llong,DJ Harper
433564,2010/11,Delhi,24-02-11,South Africa,West Indies,South Africa,Field,Normal,No,South Africa,0,7,AB de Villiers,Feroz Shah Kotla,AM Saheba,SJA Taufel,EAR de Silva
433565,2010/11,Nagpur,25-02-11,Australia,New Zealand,Australia,Field,Normal,No,Australia,0,7,MG Johnson,Vidarbha Cricket Association Stadium,HDPK Dharmasena,BR Doctrove,Asad Rauf
433566,2010/11,Mirpur,25-02-11,Bangladesh,Ireland,Bangladesh,Bat,Normal,No,Bangladesh,27,0,Tamim Iqbal,Shere Bangla National Stadium,Aleem Dar,RJ Tucker,BF Bowden
433567,2010/11,Colombo,26-02-11,Sri Lanka,Pakistan,Pakistan,Bat,Normal,No,Pakistan,11,0,Shahid Afridi,R Premadasa Stadium,IJ Gould,DJ Harper,NJ Llong
433568,2010/11,Bangalore,27-02-11,India,England,India,Bat,Normal,No,NA,0,0,AJ Strauss,M Chinnaswamy Stadium,BF Bowden,M Erasmus,RJ Tucker
433569,2010/11,Delhi,28-02-11,Netherlands,West Indies,Netherlands,Field,Normal,No,West Indies,215,0,KAJ Roach,Feroz Shah Kotla,AM Saheba,SJA Taufel,RA Kettleborough
433570,2010/11,Nagpur,28-02-11,Canada,Zimbabwe,Zimbabwe,Bat,Normal,No,Zimbabwe,175,0,T Taibu,Vidarbha Cricket Association Stadium,Asad Rauf,BNJ Oxenford,SJ Davis
433571,2010/11,Colombo,01-03-11,Sri Lanka,Kenya,Kenya,Bat,Normal,No,Sri Lanka,0,9,SL Malinga,R Premadasa Stadium,AL Hill,SK Tarapore,IJ Gould
433572,2010/11,Bangalore,02-03-11,England,Ireland,England,Bat,Normal,No,Ireland,0,3,KJ O'Brien,M Chinnaswamy Stadium,Aleem Dar,BF Bowden,M Erasmus
433573,2010/11,Chandigarh,03-03-11,Netherlands,South Africa,Netherlands,Field,Normal,No,South Africa,231,0,AB de Villiers,Punjab Cricket Association Stadium,EAR de Silva,RA Kettleborough,SJA Taufel
433574,2010/11,Colombo,03-03-11,Canada,Pakistan,Pakistan,Bat,Normal,No,Pakistan,46,0,Shahid Afridi,R Premadasa Stadium,DJ Harper,NJ Llong,AL Hill
433575,2010/11,Ahmedabad,04-03-11,New Zealand,Zimbabwe,Zimbabwe,Bat,Normal,No,New Zealand,0,10,MJ Guptill,Sardar Patel Stadium,Aleem Dar,M Erasmus,RJ Tucker
433576,2010/11,Mirpur,04-03-11,Bangladesh,West Indies,Bangladesh,Bat,Normal,No,West Indies,0,9,KAJ Roach,Shere Bangla National Stadium,SJ Davis,HDPK Dharmasena,Asad Rauf
433577,2010/11,Colombo,05-03-11,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,NA,0,0,NA,R Premadasa Stadium,IJ Gould,AL Hill,SK Tarapore
433578,2010/11,Bangalore,06-03-11,India,Ireland,India,Field,Normal,No,India,0,5,Yuvraj Singh,M Chinnaswamy Stadium,BF Bowden,RJ Tucker,M Erasmus
433579,2010/11,Chennai,06-03-11,England,South Africa,England,Bat,Normal,No,England,6,0,RS Bopara,MA Chidambaram Stadium,AM Saheba,SJA Taufel,EAR de Silva
433580,2010/11,Delhi,07-03-11,Canada,Kenya,Kenya,Bat,Normal,No,Canada,0,5,H Osinde,Feroz Shah Kotla,Asad Rauf,BR Doctrove,BNJ Oxenford
433581,2010/11,NA,08-03-11,New Zealand,Pakistan,New Zealand,Bat,Normal,No,New Zealand,110,0,LRPL Taylor,Pallekele International Cricket Stadium,DJ Harper,NJ Llong,IJ Gould
433582,2010/11,Delhi,09-03-11,India,Netherlands,Netherlands,Bat,Normal,No,India,0,5,Yuvraj Singh,Feroz Shah Kotla,SJ Davis,BNJ Oxenford,BR Doctrove
433583,2010/11,NA,10-03-11,Sri Lanka,Zimbabwe,Zimbabwe,Field,Normal,No,Sri Lanka,139,0,TM Dilshan,Pallekele International Cricket Stadium,M Erasmus,NJ Llong,AL Hill
433584,2010/11,Chandigarh,11-03-11,Ireland,West Indies,Ireland,Field,Normal,No,West Indies,44,0,KA Pollard,Punjab Cricket Association Stadium,EAR de Silva,SK Tarapore,BNJ Oxenford
433585,2010/11,Chittagong,11-03-11,Bangladesh,England,Bangladesh,Field,Normal,No,Bangladesh,0,2,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,DJ Harper,RJ Tucker,Aleem Dar
433586,2010/11,Nagpur,12-03-11,India,South Africa,India,Bat,Normal,No,South Africa,0,3,DW Steyn,Vidarbha Cricket Association Stadium,IJ Gould,SJA Taufel,BR Doctrove
433587,2010/11,Mumbai,13-03-11,Canada,New Zealand,Canada,Field,Normal,No,New Zealand,97,0,BB McCullum,Wankhede Stadium,BNJ Oxenford,SK Tarapore,SJ Davis
433588,2010/11,Bangalore,13-03-11,Australia,Kenya,Australia,Bat,Normal,No,Australia,60,0,CO Obuya,M Chinnaswamy Stadium,Asad Rauf,RA Kettleborough,BF Bowden
433589,2010/11,NA,14-03-11,Pakistan,Zimbabwe,Zimbabwe,Bat,D/L,Yes,Pakistan,0,7,Umar Gul,Pallekele International Cricket Stadium,AL Hill,NJ Llong,M Erasmus
433590,2010/11,Chittagong,14-03-11,Bangladesh,Netherlands,Netherlands,Bat,Normal,No,Bangladesh,0,6,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,Aleem Dar,RJ Tucker,DJ Harper
433591,2010/11,Kolkata,15-03-11,Ireland,South Africa,Ireland,Field,Normal,No,South Africa,131,0,JP Duminy,Eden Gardens,HDPK Dharmasena,BR Doctrove,SJA Taufel
433592,2010/11,Bangalore,16-03-11,Australia,Canada,Canada,Bat,Normal,No,Australia,0,7,SR Watson,M Chinnaswamy Stadium,BF Bowden,AM Saheba,RA Kettleborough
433593,2010/11,Chennai,17-03-11,England,West Indies,England,Bat,Normal,No,England,18,0,JC Tredwell,MA Chidambaram Stadium,SJ Davis,BNJ Oxenford,SJA Taufel
433594,2010/11,Mumbai,18-03-11,New Zealand,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,112,0,KC Sangakkara,Wankhede Stadium,Asad Rauf,RA Kettleborough,AM Saheba
433595,2010/11,Kolkata,18-03-11,Ireland,Netherlands,Ireland,Field,Normal,No,Ireland,0,6,PR Stirling,Eden Gardens,BR Doctrove,IJ Gould,HDPK Dharmasena
433596,2010/11,Colombo,19-03-11,Australia,Pakistan,Australia,Bat,Normal,No,Pakistan,0,4,Umar Akmal,R Premadasa Stadium,M Erasmus,AL Hill,NJ Llong
433597,2010/11,Mirpur,19-03-11,Bangladesh,South Africa,South Africa,Bat,Normal,No,South Africa,206,0,LL Tsotsobe,Shere Bangla National Stadium,Aleem Dar,DJ Harper,RJ Tucker
433598,2010/11,Kolkata,20-03-11,Kenya,Zimbabwe,Zimbabwe,Bat,Normal,No,Zimbabwe,161,0,CR Ervine,Eden Gardens,EAR de Silva,HDPK Dharmasena,IJ Gould
433599,2010/11,Chennai,20-03-11,India,West Indies,India,Bat,Normal,No,India,80,0,Yuvraj Singh,MA Chidambaram Stadium,SJ Davis,SJA Taufel,BNJ Oxenford
433600,2010/11,Mirpur,23-03-11,Pakistan,West Indies,West Indies,Bat,Normal,No,Pakistan,0,10,Mohammad Hafeez,Shere Bangla National Stadium,BF Bowden,SJ Davis,DJ Harper
433601,2010/11,Ahmedabad,24-03-11,India,Australia,Australia,Bat,Normal,No,India,0,5,Yuvraj Singh,Sardar Patel Stadium,M Erasmus,IJ Gould,RA Kettleborough
433602,2010/11,Mirpur,25-03-11,New Zealand,South Africa,New Zealand,Bat,Normal,No,New Zealand,49,0,JDP Oram,Shere Bangla National Stadium,Aleem Dar,RJ Tucker,HDPK Dharmasena
433603,2010/11,Colombo,26-03-11,Sri Lanka,England,England,Bat,Normal,No,Sri Lanka,0,10,TM Dilshan,R Premadasa Stadium,BR Doctrove,SJA Taufel,AL Hill
433604,2010/11,Colombo,29-03-11,Sri Lanka,New Zealand,New Zealand,Bat,Normal,No,Sri Lanka,0,5,KC Sangakkara,R Premadasa Stadium,Aleem Dar,SJ Davis,M Erasmus
433605,2010/11,Chandigarh,30-03-11,India,Pakistan,India,Bat,Normal,No,India,29,0,SR Tendulkar,Punjab Cricket Association Stadium,IJ Gould,SJA Taufel,BF Bowden
433606,2010/11,Mumbai,02-04-11,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,6,MS Dhoni,Wankhede Stadium,Aleem Dar,SJA Taufel,IJ Gould
434258,2009/10,Mirpur,04-01-10,Bangladesh,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,7,TM Dilshan,Shere Bangla National Stadium,Enamul Haque,IJ Gould,Nadir Shah
434259,2009/10,Mirpur,05-01-10,India,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,5,TT Samaraweera,Shere Bangla National Stadium,Nadir Shah,SJA Taufel,Sharfuddoula
434260,2009/10,Mirpur,07-01-10,Bangladesh,India,Bangladesh,Bat,Normal,No,India,0,6,MS Dhoni,Shere Bangla National Stadium,Enamul Haque,IJ Gould,Sharfuddoula
434261,2009/10,Mirpur,08-01-10,Bangladesh,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,9,WU Tharanga,Shere Bangla National Stadium,Sharfuddoula,SJA Taufel,Enamul Haque
434262,2009/10,Mirpur,10-01-10,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,8,Z Khan,Shere Bangla National Stadium,Enamul Haque,IJ Gould,Sharfuddoula
434263,2009/10,Mirpur,11-01-10,Bangladesh,India,India,Field,Normal,No,India,0,6,V Kohli,Shere Bangla National Stadium,Sharfuddoula,SJA Taufel,Enamul Haque
434264,2009/10,Mirpur,13-01-10,India,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,4,KMDN Kulasekara,Shere Bangla National Stadium,Enamul Haque,IJ Gould,NA
439140,2009/10,Guyana,04-03-10,West Indies,Zimbabwe,Zimbabwe,Bat,Normal,No,Zimbabwe,2,0,V Sibanda,Providence Stadium,CR Duncan,SJA Taufel,NA Malcolm
439141,2009/10,Guyana,06-03-10,West Indies,Zimbabwe,Zimbabwe,Bat,Normal,No,West Indies,0,4,N Deonarine,Providence Stadium,CR Duncan,SJA Taufel,NA Malcolm
439142,2009/10,St Vincent,10-03-10,West Indies,Zimbabwe,Zimbabwe,Field,Normal,No,West Indies,141,0,DJG Sammy,Arnos Vale Ground,NA Malcolm,SJA Taufel,CE Mack
439143,2009/10,St Vincent,12-03-10,West Indies,Zimbabwe,West Indies,Field,Normal,No,West Indies,0,4,DJ Bravo,Arnos Vale Ground,NA Malcolm,SJA Taufel,GE Greaves
439144,2009/10,St Vincent,14-03-10,West Indies,Zimbabwe,West Indies,Field,Normal,No,West Indies,0,4,CH Gayle,Arnos Vale Ground,NA Malcolm,SJA Taufel,CE Mack
439147,2010,Antigua,22-05-10,West Indies,South Africa,West Indies,Field,D/L,Yes,South Africa,66,0,HM Amla,Sir Vivian Richards Stadium,DJ Harper,NA Malcolm,CR Duncan
439148,2010,Antigua,24-05-10,West Indies,South Africa,South Africa,Bat,Normal,No,South Africa,17,0,HM Amla,Sir Vivian Richards Stadium,CR Duncan,DJ Harper,CE Mack
439149,2010,Dominica,28-05-10,West Indies,South Africa,South Africa,Bat,Normal,No,South Africa,67,0,AB de Villiers,Windsor Park,BR Doctrove,DJ Harper,CR Duncan
439150,2010,Dominica,30-05-10,West Indies,South Africa,West Indies,Bat,Normal,No,South Africa,0,7,HM Amla,Windsor Park,BR Doctrove,DJ Harper,NA Malcolm
439151,2010,Trinidad,03-06-10,West Indies,South Africa,West Indies,Bat,Normal,No,South Africa,0,1,JH Kallis,Queen's Park Oval,DJ Harper,NA Malcolm,GE Greaves
441827,2009/10,Jaipur,21-02-10,India,South Africa,South Africa,Field,Normal,No,India,1,0,RA Jadeja,Sawai Mansingh Stadium,AM Saheba,SK Tarapore,SS Hazare
441828,2009/10,Gwalior,24-02-10,India,South Africa,India,Bat,Normal,No,India,153,0,SR Tendulkar,Captain Roop Singh Stadium,IJ Gould,SK Tarapore,SS Hazare
441829,2009/10,Ahmedabad,27-02-10,India,South Africa,South Africa,Bat,Normal,No,South Africa,90,0,AB de Villiers,Sardar Patel Stadium,IJ Gould,SS Hazare,SK Tarapore
446957,2010/11,NA,03-11-10,Australia,Sri Lanka,Australia,Bat,Normal,No,Sri Lanka,0,1,AD Mathews,Melbourne Cricket Ground,M Erasmus,PR Reiffel,BNJ Oxenford
